# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_bonferroni	p_fdr_bh	study_items
GO:0010387	BP	p	COP9 signalosome assembly	0/1277	4/43182	1.0	6	0	1.0	1.0	
GO:0061371	BP	p	determination of heart left/right asymmetry	0/1277	4/43182	1.0	6	0	1.0	1.0	
GO:0060235	BP	p	lens induction in camera-type eye	0/1277	3/43182	1.0	3	0	1.0	1.0	
GO:0099612	BP	p	protein localization to axon	0/1277	3/43182	1.0	5	0	1.0	1.0	
GO:1904835	BP	p	dorsal root ganglion morphogenesis	0/1277	2/43182	1.0	5	0	1.0	1.0	
GO:1900108	BP	p	negative regulation of nodal signaling pathway	0/1277	4/43182	1.0	9	0	1.0	1.0	
GO:0032848	BP	p	negative regulation of cellular pH reduction	0/1277	1/43182	1.0	9	0	1.0	1.0	
GO:0051683	BP	p	establishment of Golgi localization	0/1277	7/43182	1.0	4	0	1.0	1.0	
GO:1905662	BP	p	negative regulation of telomerase RNA reverse transcriptase activity	0/1277	1/43182	1.0	10	0	1.0	1.0	
GO:0035998	BP	p	7,8-dihydroneopterin 3'-triphosphate biosynthetic process	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:1905269	BP	p	positive regulation of chromatin organization	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:1902041	BP	p	regulation of extrinsic apoptotic signaling pathway via death domain receptors	0/1277	6/43182	1.0	8	0	1.0	1.0	
GO:0106354	BP	p	tRNA surveillance	0/1277	1/43182	1.0	10	0	1.0	1.0	
GO:1904426	BP	p	positive regulation of GTP binding	0/1277	1/43182	1.0	5	0	1.0	1.0	
GO:0007185	BP	p	transmembrane receptor protein tyrosine phosphatase signaling pathway	0/1277	6/43182	1.0	7	0	1.0	1.0	
GO:0006051	BP	p	N-acetylmannosamine metabolic process	0/1277	2/43182	1.0	6	0	1.0	1.0	
GO:1900218	BP	p	negative regulation of apoptotic process involved in metanephric nephron tubule development	0/1277	2/43182	1.0	8	0	1.0	1.0	
GO:1990504	BP	p	dense core granule exocytosis	0/1277	2/43182	1.0	9	0	1.0	1.0	
GO:0009443	BP	p	pyridoxal 5'-phosphate salvage	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:0062172	BP	p	lutein catabolic process	0/1277	1/43182	1.0	11	0	1.0	1.0	
GO:0016095	BP	p	polyprenol catabolic process	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:0000730	BP	p	DNA recombinase assembly	0/1277	3/43182	1.0	7	0	1.0	1.0	
GO:0086047	BP	p	membrane depolarization during Purkinje myocyte cell action potential	0/1277	3/43182	1.0	7	0	1.0	1.0	
GO:1904290	BP	p	negative regulation of mitotic DNA damage checkpoint	0/1277	1/43182	1.0	10	0	1.0	1.0	
GO:0007062	BP	p	sister chromatid cohesion	0/1277	18/43182	1.0	6	0	1.0	1.0	
GO:0009994	BP	p	oocyte differentiation	0/1277	4/43182	1.0	4	0	1.0	1.0	
GO:1904908	BP	p	negative regulation of maintenance of mitotic sister chromatid cohesion, telomeric	0/1277	2/43182	1.0	11	0	1.0	1.0	
GO:0042595	BP	p	behavioral response to starvation	0/1277	2/43182	1.0	6	0	1.0	1.0	
GO:0008063	BP	p	Toll signaling pathway	0/1277	7/43182	1.0	6	0	1.0	1.0	
GO:0050847	BP	p	progesterone receptor signaling pathway	0/1277	11/43182	1.0	8	0	1.0	1.0	
GO:0015818	BP	p	isoleucine transport	0/1277	4/43182	1.0	9	0	1.0	1.0	
GO:0097533	BP	p	cellular stress response to acid chemical	0/1277	2/43182	1.0	5	0	1.0	1.0	
GO:2000628	BP	p	regulation of miRNA metabolic process	0/1277	3/43182	1.0	7	0	1.0	1.0	
GO:0045234	BP	p	protein palmitoleylation	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:0033590	BP	p	response to cobalamin	0/1277	3/43182	1.0	7	0	1.0	1.0	
GO:1900364	BP	p	negative regulation of mRNA polyadenylation	0/1277	1/43182	1.0	11	0	1.0	1.0	
GO:0060492	BP	p	lung induction	0/1277	3/43182	1.0	8	0	1.0	1.0	
GO:0034473	BP	p	U1 snRNA 3'-end processing	0/1277	3/43182	1.0	11	0	1.0	1.0	
GO:0060126	BP	p	somatotropin secreting cell differentiation	0/1277	4/43182	1.0	4	0	1.0	1.0	
GO:0018158	BP	p	protein oxidation	0/1277	3/43182	1.0	6	0	1.0	1.0	
GO:0043519	BP	p	regulation of myosin II filament organization	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:0060550	BP	p	positive regulation of fructose 1,6-bisphosphate 1-phosphatase activity	0/1277	1/43182	1.0	11	0	1.0	1.0	
GO:0034650	BP	p	cortisol metabolic process	0/1277	4/43182	1.0	6	0	1.0	1.0	
GO:0045875	BP	p	negative regulation of sister chromatid cohesion	0/1277	2/43182	1.0	8	0	1.0	1.0	
GO:2000739	BP	p	regulation of mesenchymal stem cell differentiation	0/1277	4/43182	1.0	6	0	1.0	1.0	
GO:0015828	BP	p	tyrosine transport	0/1277	3/43182	1.0	9	0	1.0	1.0	
GO:0032980	BP	p	keratinocyte activation	0/1277	2/43182	1.0	3	0	1.0	1.0	
GO:0039536	BP	p	negative regulation of RIG-I signaling pathway	0/1277	8/43182	1.0	10	0	1.0	1.0	
GO:2000758	BP	p	positive regulation of peptidyl-lysine acetylation	0/1277	5/43182	1.0	9	0	1.0	1.0	
GO:1905229	BP	p	cellular response to thyrotropin-releasing hormone	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:2001189	BP	p	negative regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	0/1277	3/43182	1.0	9	0	1.0	1.0	
GO:0099625	BP	p	ventricular cardiac muscle cell membrane repolarization	0/1277	3/43182	1.0	6	0	1.0	1.0	
GO:0001172	BP	p	RNA-templated transcription	0/1277	2/43182	1.0	8	0	1.0	1.0	
GO:0014036	BP	p	neural crest cell fate specification	0/1277	2/43182	1.0	5	0	1.0	1.0	
GO:0018009	BP	p	N-terminal peptidyl-L-cysteine N-palmitoylation	0/1277	1/43182	1.0	9	0	1.0	1.0	
GO:0097118	BP	p	neuroligin clustering involved in postsynaptic membrane assembly	0/1277	3/43182	1.0	7	0	1.0	1.0	
GO:0097343	BP	p	ripoptosome assembly	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:0045053	BP	p	protein retention in Golgi apparatus	0/1277	5/43182	1.0	5	0	1.0	1.0	
GO:0061502	BP	p	early endosome to recycling endosome transport	0/1277	2/43182	1.0	7	0	1.0	1.0	
GO:0006312	BP	p	mitotic recombination	0/1277	7/43182	1.0	8	0	1.0	1.0	
GO:1902761	BP	p	positive regulation of chondrocyte development	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:0061573	BP	p	actin filament bundle retrograde transport	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:0051387	BP	p	negative regulation of neurotrophin TRK receptor signaling pathway	0/1277	4/43182	1.0	7	0	1.0	1.0	
GO:0021902	BP	p	commitment of neuronal cell to specific neuron type in forebrain	0/1277	6/43182	1.0	6	0	1.0	1.0	
GO:1903054	BP	p	negative regulation of extracellular matrix organization	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:0097530	BP	p	granulocyte migration	0/1277	2/43182	1.0	6	0	1.0	1.0	
GO:0035787	BP	p	cell migration involved in kidney development	0/1277	1/43182	1.0	4	0	1.0	1.0	
GO:0061103	BP	p	carotid body glomus cell differentiation	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:2000805	BP	p	negative regulation of termination of RNA polymerase II transcription, poly(A)-coupled	0/1277	2/43182	1.0	12	0	1.0	1.0	
GO:0044210	BP	p	'de novo' CTP biosynthetic process	0/1277	2/43182	1.0	12	0	1.0	1.0	
GO:0060051	BP	p	negative regulation of protein glycosylation	0/1277	1/43182	1.0	9	0	1.0	1.0	
GO:0042840	BP	p	D-glucuronate catabolic process	0/1277	1/43182	1.0	10	0	1.0	1.0	
GO:0099518	BP	p	vesicle cytoskeletal trafficking	0/1277	2/43182	1.0	6	0	1.0	1.0	
GO:0032927	BP	p	positive regulation of activin receptor signaling pathway	0/1277	7/43182	1.0	8	0	1.0	1.0	
GO:0050891	BP	p	multicellular organismal-level water homeostasis	0/1277	11/43182	1.0	4	0	1.0	1.0	
GO:0006535	BP	p	cysteine biosynthetic process from serine	0/1277	1/43182	1.0	11	0	1.0	1.0	
GO:0051598	BP	p	meiotic recombination checkpoint signaling	0/1277	3/43182	1.0	10	0	1.0	1.0	
GO:1905860	BP	p	positive regulation of heparan sulfate proteoglycan binding	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:0007321	BP	p	sperm displacement	0/1277	1/43182	1.0	4	0	1.0	1.0	
GO:0009116	BP	p	nucleoside metabolic process	0/1277	4/43182	1.0	6	0	1.0	1.0	
GO:0106135	BP	p	negative regulation of cardiac muscle cell contraction	0/1277	1/43182	1.0	10	0	1.0	1.0	
GO:0141008	BP	p	retrotransposon silencing by mRNA destabilization	0/1277	4/43182	1.0	6	0	1.0	1.0	
GO:0060377	BP	p	negative regulation of mast cell differentiation	0/1277	1/43182	1.0	10	0	1.0	1.0	
GO:0033008	BP	p	positive regulation of mast cell activation involved in immune response	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:1903288	BP	p	positive regulation of potassium ion import across plasma membrane	0/1277	3/43182	1.0	10	0	1.0	1.0	
GO:0032468	BP	p	Golgi calcium ion homeostasis	0/1277	2/43182	1.0	7	0	1.0	1.0	
GO:2001272	BP	p	positive regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis	0/1277	2/43182	1.0	12	0	1.0	1.0	
GO:1902730	BP	p	positive regulation of proteoglycan biosynthetic process	0/1277	2/43182	1.0	9	0	1.0	1.0	
GO:0060592	BP	p	mammary gland formation	0/1277	1/43182	1.0	3	0	1.0	1.0	
GO:0002446	BP	p	neutrophil mediated immunity	0/1277	9/43182	1.0	5	0	1.0	1.0	
GO:0048611	BP	p	embryonic ectodermal digestive tract development	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:0035350	BP	p	FAD transmembrane transport	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:0071461	BP	p	cellular response to redox state	0/1277	3/43182	1.0	3	0	1.0	1.0	
GO:0002504	BP	p	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	0/1277	1/43182	1.0	3	0	1.0	1.0	
GO:0048290	BP	p	isotype switching to IgA isotypes	0/1277	1/43182	1.0	13	0	1.0	1.0	
GO:0009070	BP	p	serine family amino acid biosynthetic process	0/1277	1/43182	1.0	9	0	1.0	1.0	
GO:0072672	BP	p	neutrophil extravasation	0/1277	6/43182	1.0	8	0	1.0	1.0	
GO:0003192	BP	p	mitral valve formation	0/1277	3/43182	1.0	5	0	1.0	1.0	
GO:0045994	BP	p	positive regulation of translational initiation by iron	0/1277	1/43182	1.0	12	0	1.0	1.0	
GO:0006368	BP	p	transcription elongation by RNA polymerase II	1/1277	35/43182	1.0	9	1	1.0	1.0	81488
GO:0006515	BP	p	protein quality control for misfolded or incompletely synthesized proteins	0/1277	16/43182	1.0	7	0	1.0	1.0	
GO:1904798	BP	p	positive regulation of core promoter binding	0/1277	4/43182	1.0	7	0	1.0	1.0	
GO:0140236	BP	p	translation at presynapse	0/1277	1/43182	1.0	9	0	1.0	1.0	
GO:0035793	BP	p	positive regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway	0/1277	3/43182	1.0	11	0	1.0	1.0	
GO:0034384	BP	p	high-density lipoprotein particle clearance	0/1277	7/43182	1.0	3	0	1.0	1.0	
GO:0032475	BP	p	otolith formation	0/1277	1/43182	1.0	3	0	1.0	1.0	
GO:2000594	BP	p	positive regulation of metanephric DCT cell differentiation	0/1277	2/43182	1.0	6	0	1.0	1.0	
GO:1901303	BP	p	negative regulation of cargo loading into COPII-coated vesicle	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:0099158	BP	p	regulation of recycling endosome localization within postsynapse	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:1902775	BP	p	mitochondrial large ribosomal subunit assembly	0/1277	4/43182	1.0	8	0	1.0	1.0	
GO:0014889	BP	p	muscle atrophy	0/1277	2/43182	1.0	5	0	1.0	1.0	
GO:0075506	BP	p	entry of viral genome into host nucleus through nuclear pore complex via importin	0/1277	2/43182	1.0	5	0	1.0	1.0	
GO:0120302	BP	p	background adaptation	0/1277	2/43182	1.0	6	0	1.0	1.0	
GO:2000408	BP	p	negative regulation of T cell extravasation	0/1277	1/43182	1.0	11	0	1.0	1.0	
GO:0021688	BP	p	cerebellar molecular layer formation	0/1277	1/43182	1.0	3	0	1.0	1.0	
GO:2000355	BP	p	negative regulation of ovarian follicle development	0/1277	2/43182	1.0	5	0	1.0	1.0	
GO:0003271	BP	p	smoothened signaling pathway involved in regulation of secondary heart field cardioblast proliferation	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:0051293	BP	p	establishment of spindle localization	0/1277	6/43182	1.0	7	0	1.0	1.0	
GO:0070268	BP	p	cornification	0/1277	5/43182	1.0	4	0	1.0	1.0	
GO:0060430	BP	p	lung saccule development	0/1277	7/43182	1.0	3	0	1.0	1.0	
GO:1903487	BP	p	regulation of lactation	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:0018343	BP	p	protein farnesylation	0/1277	3/43182	1.0	7	0	1.0	1.0	
GO:0000961	BP	p	negative regulation of mitochondrial RNA catabolic process	0/1277	2/43182	1.0	9	0	1.0	1.0	
GO:0062094	BP	p	stomach development	0/1277	2/43182	1.0	3	0	1.0	1.0	
GO:0042791	BP	p	5S class rRNA transcription by RNA polymerase III	0/1277	6/43182	1.0	11	0	1.0	1.0	
GO:0031099	BP	p	regeneration	0/1277	2/43182	1.0	3	0	1.0	1.0	
GO:1990823	BP	p	response to leukemia inhibitory factor	0/1277	2/43182	1.0	5	0	1.0	1.0	
GO:0060449	BP	p	bud elongation involved in lung branching	0/1277	7/43182	1.0	6	0	1.0	1.0	
GO:0002840	BP	p	regulation of T cell mediated immune response to tumor cell	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:0090193	BP	p	positive regulation of glomerulus development	0/1277	2/43182	1.0	6	0	1.0	1.0	
GO:1903495	BP	p	cellular response to dehydroepiandrosterone	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:1905517	BP	p	macrophage migration	0/1277	7/43182	1.0	6	0	1.0	1.0	
GO:0036048	BP	p	protein desuccinylation	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:0006269	BP	p	DNA replication, synthesis of RNA primer	0/1277	7/43182	1.0	8	0	1.0	1.0	
GO:1903169	BP	p	regulation of calcium ion transmembrane transport	0/1277	5/43182	1.0	8	0	1.0	1.0	
GO:0034242	BP	p	negative regulation of syncytium formation by plasma membrane fusion	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:1990145	BP	p	maintenance of translational fidelity	0/1277	3/43182	1.0	5	0	1.0	1.0	
GO:0021794	BP	p	thalamus development	0/1277	12/43182	1.0	3	0	1.0	1.0	
GO:0032498	BP	p	detection of muramyl dipeptide	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:0062000	BP	p	positive regulation of cardiac endothelial to mesenchymal transition	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:0010999	BP	p	regulation of eIF2 alpha phosphorylation by heme	0/1277	2/43182	1.0	11	0	1.0	1.0	
GO:0051455	BP	p	spindle attachment to meiosis I kinetochore	0/1277	1/43182	1.0	5	0	1.0	1.0	
GO:0070977	BP	p	bone maturation	0/1277	3/43182	1.0	5	0	1.0	1.0	
GO:0106014	BP	p	regulation of inflammatory response to wounding	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:0051090	BP	p	regulation of DNA-binding transcription factor activity	0/1277	15/43182	1.0	9	0	1.0	1.0	
GO:0019230	BP	p	proprioception	0/1277	4/43182	1.0	5	0	1.0	1.0	
GO:0010816	BP	p	calcitonin catabolic process	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:2001301	BP	p	lipoxin biosynthetic process	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:0090296	BP	p	regulation of mitochondrial DNA replication	0/1277	1/43182	1.0	9	0	1.0	1.0	
GO:0008057	BP	p	eye pigment granule organization	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:0097577	BP	p	sequestering of iron ion	0/1277	1/43182	1.0	4	0	1.0	1.0	
GO:0030832	BP	p	regulation of actin filament length	0/1277	4/43182	1.0	8	0	1.0	1.0	
GO:0009234	BP	p	menaquinone biosynthetic process	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:0044829	BP	p	positive regulation by host of viral genome replication	0/1277	9/43182	1.0	7	0	1.0	1.0	
GO:0061516	BP	p	monocyte proliferation	0/1277	1/43182	1.0	4	0	1.0	1.0	
GO:1990519	BP	p	pyrimidine nucleotide import into mitochondrion	0/1277	2/43182	1.0	8	0	1.0	1.0	
GO:0051050	BP	p	positive regulation of transport	0/1277	1/43182	1.0	5	0	1.0	1.0	
GO:0033389	BP	p	putrescine biosynthetic process from arginine, using agmatinase	0/1277	1/43182	1.0	11	0	1.0	1.0	
GO:0001766	BP	p	membrane raft polarization	0/1277	3/43182	1.0	7	0	1.0	1.0	
GO:0006431	BP	p	methionyl-tRNA aminoacylation	0/1277	2/43182	1.0	11	0	1.0	1.0	
GO:0014846	BP	p	esophagus smooth muscle contraction	0/1277	2/43182	1.0	7	0	1.0	1.0	
GO:0048086	BP	p	negative regulation of developmental pigmentation	0/1277	1/43182	1.0	5	0	1.0	1.0	
GO:0010968	BP	p	regulation of microtubule nucleation	0/1277	9/43182	1.0	10	0	1.0	1.0	
GO:0032769	BP	p	negative regulation of monooxygenase activity	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:0046496	BP	p	nicotinamide nucleotide metabolic process	0/1277	1/43182	1.0	9	0	1.0	1.0	
GO:0034776	BP	p	response to histamine	0/1277	3/43182	1.0	5	0	1.0	1.0	
GO:0002760	BP	p	positive regulation of antimicrobial humoral response	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:1904568	BP	p	cellular response to wortmannin	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:0048075	BP	p	positive regulation of eye pigmentation	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:0000715	BP	p	nucleotide-excision repair, DNA damage recognition	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:0001573	BP	p	ganglioside metabolic process	0/1277	4/43182	1.0	8	0	1.0	1.0	
GO:0034343	BP	p	type III interferon production	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:0044726	BP	p	epigenetic programing of female pronucleus	0/1277	4/43182	1.0	11	0	1.0	1.0	
GO:0007175	BP	p	negative regulation of epidermal growth factor-activated receptor activity	0/1277	13/43182	1.0	12	0	1.0	1.0	
GO:0010893	BP	p	positive regulation of steroid biosynthetic process	0/1277	3/43182	1.0	8	0	1.0	1.0	
GO:1901897	BP	p	regulation of relaxation of cardiac muscle	0/1277	2/43182	1.0	7	0	1.0	1.0	
GO:0097188	BP	p	dentin mineralization	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:0140141	BP	p	mitochondrial potassium ion transmembrane transport	0/1277	4/43182	1.0	9	0	1.0	1.0	
GO:0062099	BP	p	negative regulation of programmed necrotic cell death	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:1903638	BP	p	positive regulation of protein insertion into mitochondrial outer membrane	0/1277	1/43182	1.0	10	0	1.0	1.0	
GO:0060124	BP	p	positive regulation of growth hormone secretion	0/1277	9/43182	1.0	10	0	1.0	1.0	
GO:0048022	BP	p	negative regulation of melanin biosynthetic process	0/1277	4/43182	1.0	7	0	1.0	1.0	
GO:0060029	BP	p	convergent extension involved in organogenesis	0/1277	2/43182	1.0	6	0	1.0	1.0	
GO:1903006	BP	p	positive regulation of protein K63-linked deubiquitination	0/1277	2/43182	1.0	11	0	1.0	1.0	
GO:0090330	BP	p	regulation of platelet aggregation	0/1277	5/43182	1.0	7	0	1.0	1.0	
GO:1901388	BP	p	regulation of transforming growth factor beta activation	0/1277	5/43182	1.0	10	0	1.0	1.0	
GO:0070446	BP	p	negative regulation of oligodendrocyte progenitor proliferation	0/1277	1/43182	1.0	9	0	1.0	1.0	
GO:0070570	BP	p	regulation of neuron projection regeneration	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:1903409	BP	p	reactive oxygen species biosynthetic process	0/1277	5/43182	1.0	4	0	1.0	1.0	
GO:0030302	BP	p	deoxynucleotide transport	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:1902225	BP	p	negative regulation of acrosome reaction	0/1277	1/43182	1.0	5	0	1.0	1.0	
GO:0014034	BP	p	neural crest cell fate commitment	0/1277	4/43182	1.0	5	0	1.0	1.0	
GO:0033089	BP	p	positive regulation of T cell differentiation in thymus	0/1277	11/43182	1.0	11	0	1.0	1.0	
GO:0032687	BP	p	negative regulation of interferon-alpha production	0/1277	6/43182	1.0	11	0	1.0	1.0	
GO:0021691	BP	p	cerebellar Purkinje cell layer maturation	0/1277	2/43182	1.0	4	0	1.0	1.0	
GO:0031440	BP	p	regulation of mRNA 3'-end processing	0/1277	4/43182	1.0	9	0	1.0	1.0	
GO:0009154	BP	p	purine ribonucleotide catabolic process	0/1277	1/43182	1.0	10	0	1.0	1.0	
GO:0032491	BP	p	detection of molecule of fungal origin	0/1277	1/43182	1.0	5	0	1.0	1.0	
GO:0031034	BP	p	myosin filament assembly	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:0048318	BP	p	axial mesoderm development	0/1277	5/43182	1.0	5	0	1.0	1.0	
GO:0046761	BP	p	viral budding from plasma membrane	0/1277	13/43182	1.0	8	0	1.0	1.0	
GO:2001233	BP	p	regulation of apoptotic signaling pathway	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:0060378	BP	p	regulation of brood size	0/1277	1/43182	1.0	3	0	1.0	1.0	
GO:2000900	BP	p	cyclodextrin metabolic process	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:0055048	BP	p	anastral spindle assembly	0/1277	1/43182	1.0	9	0	1.0	1.0	
GO:0015861	BP	p	cytidine transport	0/1277	4/43182	1.0	8	0	1.0	1.0	
GO:0030187	BP	p	melatonin biosynthetic process	0/1277	2/43182	1.0	6	0	1.0	1.0	
GO:0032385	BP	p	positive regulation of intracellular cholesterol transport	0/1277	1/43182	1.0	9	0	1.0	1.0	
GO:0009692	BP	p	ethylene metabolic process	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:0006390	BP	p	mitochondrial transcription	0/1277	11/43182	1.0	9	0	1.0	1.0	
GO:0072208	BP	p	metanephric smooth muscle tissue development	0/1277	2/43182	1.0	7	0	1.0	1.0	
GO:0006753	BP	p	nucleoside phosphate metabolic process	0/1277	3/43182	1.0	6	0	1.0	1.0	
GO:0071673	BP	p	positive regulation of smooth muscle cell chemotaxis	0/1277	4/43182	1.0	8	0	1.0	1.0	
GO:1901856	BP	p	negative regulation of cellular respiration	0/1277	2/43182	1.0	7	0	1.0	1.0	
GO:0045541	BP	p	negative regulation of cholesterol biosynthetic process	0/1277	5/43182	1.0	10	0	1.0	1.0	
GO:0000957	BP	p	mitochondrial RNA catabolic process	0/1277	2/43182	1.0	8	0	1.0	1.0	
GO:0072488	BP	p	ammonium transmembrane transport	0/1277	9/43182	1.0	7	0	1.0	1.0	
GO:0021588	BP	p	cerebellum formation	0/1277	1/43182	1.0	3	0	1.0	1.0	
GO:0002360	BP	p	T cell lineage commitment	0/1277	5/43182	1.0	4	0	1.0	1.0	
GO:1904506	BP	p	negative regulation of telomere maintenance in response to DNA damage	0/1277	1/43182	1.0	9	0	1.0	1.0	
GO:0051957	BP	p	positive regulation of amino acid transport	0/1277	2/43182	1.0	7	0	1.0	1.0	
GO:1904015	BP	p	cellular response to serotonin	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:0033604	BP	p	negative regulation of catecholamine secretion	0/1277	2/43182	1.0	8	0	1.0	1.0	
GO:0072302	BP	p	negative regulation of metanephric glomerular mesangial cell proliferation	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:0002317	BP	p	plasma cell differentiation	0/1277	5/43182	1.0	10	0	1.0	1.0	
GO:0098583	BP	p	learned vocalization behavior	0/1277	3/43182	1.0	7	0	1.0	1.0	
GO:0030001	BP	p	metal ion transport	0/1277	6/43182	1.0	6	0	1.0	1.0	
GO:0030221	BP	p	basophil differentiation	0/1277	2/43182	1.0	7	0	1.0	1.0	
GO:0034143	BP	p	regulation of toll-like receptor 4 signaling pathway	0/1277	3/43182	1.0	8	0	1.0	1.0	
GO:0060383	BP	p	positive regulation of DNA strand elongation	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:0045773	BP	p	positive regulation of axon extension	0/1277	30/43182	1.0	10	0	1.0	1.0	
GO:0097742	BP	p	de novo centriole assembly	0/1277	1/43182	1.0	8	0	1.0	1.0	
GO:0060359	BP	p	response to ammonium ion	0/1277	1/43182	1.0	4	0	1.0	1.0	
GO:0010625	BP	p	positive regulation of Schwann cell proliferation	0/1277	1/43182	1.0	10	0	1.0	1.0	
GO:1905820	BP	p	positive regulation of chromosome separation	0/1277	10/43182	1.0	8	0	1.0	1.0	
GO:1990770	BP	p	small intestine smooth muscle contraction	0/1277	1/43182	1.0	6	0	1.0	1.0	
GO:2001286	BP	p	regulation of caveolin-mediated endocytosis	0/1277	1/43182	1.0	7	0	1.0	1.0	
GO:0035308	BP	p	negative regulation of protein dephosphorylation	0/1277	8/43182	1.0	9	0	1.0	1.0	
GO:0110058	BP	p	positive regulation of blood vessel endothelial cell differentiation	0/1277	1/43182	1.0	8	0	1.0	1.0	
